-157.923207,21.32306409,0.75,0
-157.9235997,21.32326345,0.75,0
-157.9240085,21.32335686,0.75,0
-157.9244076,21.32335722,0.75,0
-157.9248553,21.32324742,0.75,0
-157.9252313,21.32304897,0.75,0
-157.9255394,21.32277466,0.75,0
-157.9257553,21.32244275,0.75,0
-157.9258944,21.32192583,0.75,0
-157.9258624,21.32155077,0.75,0
-157.9257249,21.3212109,0.75,0
-157.9255048,21.32091041,0.75,0
-157.9251762,21.3206889,0.75,0
-157.9248007,21.32054915,0.75,0
-157.9243958,21.3205061,0.75,0
-157.923974,21.32056419,0.75,0
-157.9235629,21.32072137,0.75,0
-157.9232081,21.32097403,0.75,0
-157.9229141,21.32128735,0.75,0
-157.9227064,21.32168085,0.75,0
