-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
-157.9245057,21.3285254,0.75,0
